step,timestamp,action,price,shares,symbol,reward,transaction_cost,slippage,time_penalty,momentum
18899,2023-07-03 13:59:18.321879106,BUY,187.64839680378608,90.08700405673757,AAPL,-0.3650118615100337,0.19006286151004276,0.009999999999990905,0.164949,3.0000000000001137
18900,2023-07-03 13:59:18.321930724,BUY,194.08877299078753,183.92795038563798,AAPL,-0.3432467202544757,0.16847272025448481,0.009999999999990905,0.164774,3.0000000000001137
18901,2023-07-03 13:59:18.322037607,BUY,189.4660314747782,111.17698548889297,AAPL,-0.33498643607108036,0.16063243607108943,0.009999999999990905,0.164354,3.999999999999204
18902,2023-07-03 13:59:18.713932756,BUY,188.71164450956735,100.82798971535959,AAPL,-0.4325551820430067,0.25398218204301576,0.009999999999990905,0.168573,2.5000000000005684
18903,2023-07-03 13:59:18.713932756,BUY,196.7940525479202,98.04271701364621,AAPL,-0.22936943640859406,0.05079643640860315,0.009999999999990905,0.168573,2.5000000000005684
18904,2023-07-03 13:59:18.713932756,BUY,184.23425360020542,89.5073385324703,AAPL,-0.534148054860213,0.35557505486022206,0.009999999999990905,0.168573,2.000000000001023
18905,2023-07-03 13:59:18.714017709,BUY,201.4294807017226,93.80051604544535,AAPL,-0.22658143640859404,0.05079643640860315,0.009999999999990905,0.165785,2.000000000001023
18906,2023-07-03 13:59:18.714017709,BUY,200.26039550968198,172.84466404718938,AAPL,-0.26376700870313313,0.08798200870314223,0.009999999999990905,0.165785,2.000000000001023
18907,2023-07-03 13:59:19.118689626,BUY,191.6605088407843,190.88718630086876,AAPL,-0.2692954307550123,0.09503143075502138,0.009999999999990905,0.164264,1.500000000001478
18908,2023-07-03 13:59:19.285382934,BUY,183.39329113996743,167.92236536219684,AAPL,-0.26227500870313314,0.08798200870314223,0.009999999999990905,0.164293,2.000000000001023
18909,2023-07-03 13:59:19.285429811,BUY,189.05138472892384,195.99287575882965,AAPL,-0.25556621803553564,0.08031621803554471,0.009999999999990905,0.16525,2.000000000001023
18910,2023-07-03 13:59:19.285429811,BUY,200.79986911300642,178.82846572256426,AAPL,-0.3784357456344035,0.2031857456344126,0.009999999999990905,0.16525,2.000000000001023
18911,2023-07-03 13:59:19.703176103,BUY,193.18229446779716,132.3452407611357,AAPL,-0.2518246546128956,0.07619465461290473,0.009999999999990905,0.16563,2.000000000001023
18912,2023-07-03 13:59:22.152426257,BUY,189.94576122692027,159.28243253931342,AAPL,-0.30720101305470426,0.13197301305471332,0.009999999999990905,0.165228,2.000000000001023
18913,2023-07-03 13:59:22.152426257,BUY,193.2647737045693,155.95064051245134,AAPL,-0.39223047146193546,0.21700247146194457,0.009999999999990905,0.165228,3.0000000000001137
18914,2023-07-03 13:59:22.298161512,BUY,200.9422296151915,172.41139008354932,AAPL,-0.42856918204300665,0.25398218204301576,0.009999999999990905,0.164587,3.0000000000001137
18915,2023-07-03 13:59:22.575215591,BUY,188.95518770926955,53.655710595243946,AAPL,-0.2129292182043209,0.025398218204301576,0.010000000000019327,0.177531,1.999999999998181
18916,2023-07-03 13:59:22.575215591,BUY,199.3883177622788,93.9432242165676,AAPL,-0.2129292182043209,0.025398218204301576,0.010000000000019327,0.177531,1.999999999998181
18917,2023-07-03 13:59:22.575215591,BUY,193.85960241179401,94.65350647634882,AAPL,-0.2129292182043209,0.025398218204301576,0.010000000000019327,0.177531,1.999999999998181
18918,2023-07-03 13:59:22.575215591,BUY,200.7222175385355,61.385086654769076,AAPL,-0.3758892274216862,0.18835822742166689,0.010000000000019327,0.177531,0.9999999999990905
18919,2023-07-03 13:59:22.575328007,BUY,193.46842238467,83.71666175157955,AAPL,-0.32868088524524053,0.15025788524522118,0.010000000000019327,0.168423,0.49999999999954525
18920,2023-07-03 13:59:22.575329548,BUY,183.84911873439117,109.67226735405286,AAPL,-0.25719821803556403,0.08031621803554471,0.010000000000019327,0.166882,0.49999999999954525
18934,2023-07-03 13:59:24.264137890,SELL,197.69328044549746,44.7489607766913,AAPL,-0.5336290464463361,0.35918504644634525,0.009999999999990905,0.164444,-0.9999999999990905
18935,2023-07-03 13:59:24.648947225,SELL,179.6625270328575,140.7025790133091,AAPL,-0.4291721820430351,0.25398218204301576,0.010000000000019327,0.16519,-2.000000000001023
18936,2023-07-03 13:59:25.343177014,SELL,199.59327375109442,172.70986639548056,AAPL,-0.4412744764509418,0.2687894764509418,0.0,0.172485,-2.000000000001023
18938,2023-07-03 13:59:25.343177014,SELL,185.5517918625746,182.90026697362964,AAPL,-0.42646718204301576,0.25398218204301576,0.0,0.172485,-2.000000000001023
18939,2023-07-03 13:59:25.427994078,SELL,192.82307586207057,100.26664924491737,AAPL,-0.4331998329399227,0.2675868329399227,0.0,0.165613,-2.000000000001023
18940,2023-07-03 13:59:25.447237390,SELL,190.05228263050515,107.88908114529431,AAPL,-0.42849518204303505,0.25398218204301576,0.010000000000019327,0.164513,-2.000000000001023
19001,2023-07-03 13:59:37.237634994,SELL,183.3990684284191,95.17256541519804,AAPL,-0.4215241820430158,0.25398218204301576,0.0,0.167542,-0.49999999999954525
19008,2023-07-03 13:59:37.956327338,SELL,188.63936778913933,89.66778066248882,AAPL,-0.24233136911272635,0.06719736911273545,0.009999999999990905,0.165134,-0.9999999999990905
19009,2023-07-03 13:59:38.132238050,SELL,189.33099566983407,121.72223858437833,AAPL,-0.4721135771281243,0.2961915771281334,0.009999999999990905,0.165922,-0.9999999999990905
19010,2023-07-03 13:59:38.132238050,SELL,200.97673153803177,140.8403163560163,AAPL,-0.4299041820430066,0.25398218204301576,0.009999999999990905,0.165922,-0.9999999999990905
19053,2023-07-03 13:59:45.127113966,SELL,196.01684469992833,183.4195679464441,AAPL,-0.4295511820430067,0.25398218204301576,0.009999999999990905,0.165569,-2.000000000001023
19055,2023-07-03 13:59:47.692671382,SELL,194.72481479143977,110.91597468619831,AAPL,-0.4025735696487832,0.22716856964876386,0.010000000000019327,0.165405,-1.0000000000019327
19056,2023-07-03 13:59:47.692812477,SELL,190.3659803019482,68.13067743380351,AAPL,-0.29240528482440126,0.11358428482438193,0.010000000000019327,0.168821,-1.0000000000019327
19057,2023-07-03 13:59:48.465083216,SELL,197.70336162388807,161.71254926806697,AAPL,-0.35406352322319196,0.17959252322317262,0.010000000000019327,0.164471,-1.0000000000019327
19114,2023-07-03 13:59:56.542033315,SELL,190.0332663643077,110.79458045117241,AAPL,-0.42960718204300663,0.25398218204301576,0.009999999999990905,0.165625,-2.000000000001023
19115,2023-07-03 13:59:56.550441548,SELL,185.07150254087637,116.48304825972275,AAPL,-0.5403020464463362,0.35918504644634525,0.009999999999990905,0.171117,-0.9999999999990905
19116,2023-07-03 13:59:56.550441548,SELL,196.03977500120772,134.42932526226937,AAPL,-0.4350991820430067,0.25398218204301576,0.009999999999990905,0.171117,-0.9999999999990905
19171,2023-07-03 14:00:00.061637815,BUY,193.49638857792507,66.3815993936504,AAPL,-0.440887182043026,0.25398218204301576,0.020000000000010232,0.166905,9.999999999999432
19172,2023-07-03 14:00:00.061637815,BUY,185.0336916140468,44.94433271149347,AAPL,-0.4568917628953876,0.2699867628953773,0.020000000000010232,0.166905,9.999999999999432
19173,2023-07-03 14:00:00.061650631,BUY,196.06655512027146,75.10764364045046,AAPL,-0.4227818084645918,0.23689880846458156,0.020000000000010232,0.165883,9.999999999999432
19174,2023-07-03 14:00:00.106788242,BUY,200.36747053716752,74.02862148662902,AAPL,-0.2671208728172063,0.1015928728172063,0.0,0.165528,11.000000000001364
19175,2023-07-03 14:00:00.140082341,BUY,201.26792666248124,170.65203749892203,AAPL,-0.5476750464463555,0.35918504644634525,0.020000000000010232,0.16849,9.000000000000341
19176,2023-07-03 14:00:00.344657115,BUY,193.9229326011976,191.7011882281143,AAPL,-0.43896118204300666,0.25398218204301576,0.009999999999990905,0.174979,8.00000000000125
19177,2023-07-03 14:00:00.344657115,BUY,193.37223753191645,155.42724728325348,AAPL,-0.43896118204300666,0.25398218204301576,0.009999999999990905,0.174979,7.00000000000216
19178,2023-07-03 14:00:00.462990627,BUY,183.36885814043845,123.2378993653745,AAPL,-0.42925218204303506,0.25398218204301576,0.010000000000019327,0.16527,6.999999999999318
19179,2023-07-03 14:00:00.464114062,BUY,189.12923163844042,65.05108903442552,AAPL,-0.33793613194904915,0.15656513194905822,0.009999999999990905,0.171371,6.000000000000227
19180,2023-07-03 14:00:00.464114062,BUY,184.86553016509868,186.27636590005915,AAPL,-0.5405560464463361,0.35918504644634525,0.009999999999990905,0.171371,6.000000000000227
19181,2023-07-03 14:00:00.465100094,BUY,193.11149509290914,180.66671420074226,AAPL,-0.614638043515702,0.43991004351571106,0.009999999999990905,0.164728,5.000000000001137
19182,2023-07-03 14:00:00.890602788,BUY,183.34624921016012,150.60032274420817,AAPL,-0.36329522742165776,0.18835822742166689,0.009999999999990905,0.164937,5.000000000001137
19183,2023-07-03 14:00:00.895560183,BUY,192.5698622147523,187.92476967581243,AAPL,-0.3366764272365729,0.1703764272365729,0.0,0.1663,3.999999999999204
19184,2023-07-03 14:00:00.943201581,BUY,187.12265088646203,54.403758786290226,AAPL,-0.21027150464462543,0.03591850464463453,0.009999999999990905,0.164353,1.0000000000019327
19185,2023-07-03 14:00:00.943421909,BUY,190.22463501337336,120.1101824258903,AAPL,-0.3596515232231635,0.17959252322317262,0.009999999999990905,0.170059,1.0000000000019327
19186,2023-07-03 14:00:00.943476879,BUY,200.7434406052542,86.90829195076175,AAPL,-0.2575116546128956,0.07619465461290473,0.009999999999990905,0.171317,1.0000000000019327
19211,2023-07-03 14:00:00.987693225,SELL,194.34260294205708,154.08825448129105,AAPL,-0.4239641820430158,0.25398218204301576,0.0,0.169982,-6.000000000000227
19212,2023-07-03 14:00:00.987693225,SELL,192.07240945037128,150.53570404088816,AAPL,-0.4715691313591108,0.3015871313591108,0.0,0.169982,-6.000000000000227
19213,2023-07-03 14:00:00.987728928,SELL,188.80006018073962,135.22421284391032,AAPL,-0.36949641576341014,0.19508741576341013,0.0,0.174409,-6.000000000000227
19217,2023-07-03 14:00:00.988580584,SELL,187.55371083827927,106.0414099058076,AAPL,-0.4378361820430158,0.25398218204301576,0.0,0.183854,-7.00000000000216
19218,2023-07-03 14:00:00.988580584,SELL,194.91017553460284,58.922482558223386,AAPL,-0.4378361820430158,0.25398218204301576,0.0,0.183854,-8.00000000000125
19219,2023-07-03 14:00:00.988580584,SELL,199.23881305995528,179.0539605645115,AAPL,-0.4378361820430158,0.25398218204301576,0.0,0.183854,-8.00000000000125
19233,2023-07-03 14:00:01.012842168,SELL,184.63522409654442,107.95490559463636,AAPL,-0.4209221820430158,0.25398218204301576,0.0,0.16694,-4.999999999998295
19234,2023-07-03 14:00:01.169714013,SELL,197.1909132566537,75.58228376020053,AAPL,-0.2462626749763875,0.062212674976405695,0.01999999999998181,0.16405,-6.000000000000227
19236,2023-07-03 14:00:01.344666468,SELL,195.0224203527277,177.0039276406082,AAPL,-0.439170182043026,0.25398218204301576,0.020000000000010232,0.165188,-4.000000000002046
19270,2023-07-03 14:00:04.540547066,SELL,187.8744667220934,71.46393840296238,AAPL,-0.3949285329970913,0.2214165329970913,0.0,0.173512,-0.9999999999990905
19271,2023-07-03 14:00:04.540547066,SELL,199.63598517528786,44.90937188134438,AAPL,-0.42749418204301576,0.25398218204301576,0.0,0.173512,-0.9999999999990905
19275,2023-07-03 14:00:04.627983027,SELL,193.06781508324897,190.79795982254345,AAPL,-0.4601401820430169,0.25398218204301576,0.030000000000001137,0.176158,-0.9999999999990905
19276,2023-07-03 14:00:04.627983027,SELL,192.35742152692242,40.50082943099255,AAPL,-0.3452697703093444,0.13911177030934327,0.030000000000001137,0.176158,-0.9999999999990905
19277,2023-07-03 14:00:04.628050621,SELL,186.24063963293887,163.53465385943684,AAPL,-0.4208497391672931,0.21249673916729198,0.030000000000001137,0.178353,-1.999999999998181
19278,2023-07-03 14:00:04.628050621,SELL,192.28897771873628,144.43190156089798,AAPL,-0.3474647703093444,0.13911177030934327,0.030000000000001137,0.178353,-1.999999999998181
19279,2023-07-03 14:00:04.628066764,SELL,197.82109840408313,198.2538732881738,AAPL,-0.4183097391672931,0.21249673916729198,0.030000000000001137,0.175813,-1.999999999998181
19302,2023-07-03 14:00:07.049420165,SELL,175.00447816839778,192.06466295275573,AAPL,-0.2399426749763966,0.062212674976405695,0.009999999999990905,0.16773,-0.9999999999990905
19304,2023-07-03 14:00:07.638409204,SELL,198.84929060996714,93.41664524809205,AAPL,-0.34504052322317263,0.17959252322317262,0.0,0.165448,-0.9999999999990905
19312,2023-07-03 14:00:08.639216819,BUY,184.36897164744528,45.994181361098086,AAPL,-0.18995421820430158,0.025398218204301576,0.0,0.164556,2.000000000001023
19313,2023-07-03 14:00:09.005576660,BUY,195.4645564041242,44.42261285269994,AAPL,-0.42871918204300663,0.25398218204301576,0.009999999999990905,0.164737,3.0000000000001137
19314,2023-07-03 14:00:09.005576660,BUY,201.2302321630593,175.58106031186153,AAPL,-0.7426584241219005,0.5679214241219096,0.009999999999990905,0.164737,2.000000000001023
19362,2023-07-03 14:00:13.647133320,SELL,183.99608742804497,157.66611650115755,AAPL,-0.46899118204301576,0.25398218204301576,0.0,0.215009,-3.999999999999204
19363,2023-07-03 14:00:13.647133320,SELL,193.82440689071308,62.685267605603265,AAPL,-0.46899118204301576,0.25398218204301576,0.0,0.215009,-3.999999999999204
19364,2023-07-03 14:00:13.647133320,SELL,183.74462400464105,112.24970364384178,AAPL,-0.29532521803554473,0.08031621803554471,0.0,0.215009,-3.999999999999204
19365,2023-07-03 14:00:13.647133320,SELL,191.2681666960816,74.0546792872165,AAPL,-0.29532521803554473,0.08031621803554471,0.0,0.215009,-3.999999999999204
19366,2023-07-03 14:00:13.647133320,SELL,197.1466306635401,174.82835776287902,AAPL,-0.5741940464463453,0.35918504644634525,0.0,0.215009,-6.000000000000227
19367,2023-07-03 14:00:13.647133320,SELL,183.37258635600654,71.47708768476781,AAPL,-0.3586830185785381,0.14367401857853812,0.0,0.215009,-4.999999999998295
19368,2023-07-03 14:00:13.649653554,SELL,191.86517805482282,154.17985568827726,AAPL,-0.3801970727176414,0.20943907271764142,0.0,0.170758,-3.999999999999204
19369,2023-07-03 14:00:13.654756921,SELL,186.71160054917888,151.47143813945047,AAPL,-0.4237681820430112,0.25398218204301576,0.0049999999999954525,0.164786,-3.499999999999659
19370,2023-07-03 14:00:13.689911231,SELL,183.66932755604412,151.7561842420104,AAPL,-0.4356861820430158,0.25398218204301576,0.0,0.181704,-2.000000000001023
19371,2023-07-03 14:00:13.689911231,SELL,191.15502407593215,108.75051605833707,AAPL,-0.4356861820430158,0.25398218204301576,0.0,0.181704,-2.000000000001023
19372,2023-07-03 14:00:13.689911231,SELL,201.59991998569717,104.99046743169185,AAPL,-0.5408890464463453,0.35918504644634525,0.0,0.181704,-2.000000000001023
19373,2023-07-03 14:00:13.689911231,SELL,192.4451534507809,149.6579482566611,AAPL,-0.4356861820430158,0.25398218204301576,0.0,0.181704,-0.9999999999990905
19374,2023-07-03 14:00:13.689911231,SELL,187.86636343940765,196.6246987478161,AAPL,-0.4356861820430158,0.25398218204301576,0.0,0.181704,-0.9999999999990905
19375,2023-07-03 14:00:13.689911231,SELL,189.45859733572115,207.38913258786428,AAPL,-0.40887256964876384,0.22716856964876386,0.0,0.181704,-0.9999999999990905
19376,2023-07-03 14:00:13.689911231,SELL,196.53479397031953,70.06397616932075,AAPL,-0.29528828482438196,0.11358428482438193,0.0,0.181704,-1.999999999998181
19377,2023-07-03 14:00:13.690003907,SELL,201.67675722851598,58.862444555022236,AAPL,-0.5279418544731458,0.3407528544731458,0.0,0.187189,-1.999999999998181
19378,2023-07-03 14:00:13.690003907,SELL,186.94843037119264,48.73094951115955,AAPL,-0.44117118204301575,0.25398218204301576,0.0,0.187189,-1.999999999998181
19380,2023-07-03 14:00:13.690003907,SELL,188.49394963388224,160.7101759699601,AAPL,-0.44117118204301575,0.25398218204301576,0.0,0.187189,-0.9999999999990905
19381,2023-07-03 14:00:13.690003907,SELL,188.54840537001706,114.21277110810014,AAPL,-0.5463740464463452,0.35918504644634525,0.0,0.187189,-0.9999999999990905
19399,2023-07-03 14:00:13.739609448,BUY,198.2396112119088,146.951192247765,AAPL,-0.20175321820429248,0.025398218204301576,0.009999999999990905,0.166355,2.000000000001023
19400,2023-07-03 14:00:13.740466368,BUY,192.7743884379538,181.497188846569,AAPL,-0.1999522182042925,0.025398218204301576,0.009999999999990905,0.164554,3.0000000000001137
19401,2023-07-03 14:00:13.757591919,BUY,193.84251525068527,129.95263274754308,AAPL,-0.45235154061867744,0.27822354061868654,0.009999999999990905,0.164128,3.0000000000001137
19402,2023-07-03 14:00:13.829963506,BUY,201.06116420797005,131.9465821914911,AAPL,-0.26661221803555496,0.08031621803554471,0.020000000000010232,0.166296,1.999999999998181
19403,2023-07-03 14:00:14.036128739,BUY,187.5046149388515,82.06428978107893,AAPL,-0.2149392182043118,0.025398218204301576,0.020000000000010232,0.169541,1.999999999998181
19404,2023-07-03 14:00:14.036128739,BUY,185.0888122654424,46.357570601645975,AAPL,-0.41528530125324664,0.2257443012532364,0.020000000000010232,0.169541,2.9999999999972715
19405,2023-07-03 14:00:14.036128739,BUY,196.5980882708504,52.937592777492,AAPL,-0.443523182043026,0.25398218204301576,0.020000000000010232,0.169541,2.9999999999972715
19406,2023-07-03 14:00:14.036128739,BUY,187.68652307391005,154.69568650144487,AAPL,-0.443523182043026,0.25398218204301576,0.020000000000010232,0.169541,2.9999999999972715
